time,time
0.002968803999976899,0.003003063999983624
0.000459423999984665,0.0004985339999734606
0.00040313300002026153,0.0005198260000156552
0.00042881699999952616,0.0005013880000319659
0.0004617399999915506,0.0005261710000468156
0.0005164389999663399,0.0005886600000053477
0.0004716320000284213,0.0005928020000283141
0.00046883200002412195,0.0005900959999962652
0.0004631080000194743,0.0005131810000307269
0.00040332300000045507,0.000494029000037699
0.0004288709999968887,0.0004431059999774334
0.0005114780000212704,0.0005410210000036386
0.00046995299999252893,0.0005014340000002449
0.000470886000016435,0.0004747520000023542
0.0004558740000106809,0.00046246200002997284
0.0005184429999758322,0.0004702299999621573
0.0004531280000037441,0.0004632559999890873
0.00044130499998118466,0.0005009879999988698
0.0005054349999795704,0.0004344890000425039
0.0004382279999504135,0.0005273879999663222
0.00042472799998449773,0.0004586819999872205
0.0003977089999693817,0.0004988939999748254
0.00039567900000747613,0.00044399900002645154
0.00039741099999446305,0.00044214000001829845
0.00039192200000570665,0.0004579430000148932
0.0003893459999630977,0.00044055699999034914
0.0003936640000006264,0.0004411020000247845
0.00040370499999653475,0.0004037120000361938
0.00040856100002883977,0.0005424899999866284
0.0003973629999904915,0.0004839690000153496
0.0003911279999897488,0.00046246499999824664
0.00039129200001752906,0.00046008300000721647
0.00039421299999276016,0.00045792800000299394
0.000391333000038685,0.0004613220000351248
0.00040761100001418527,0.0004847189999850343
0.00044157600001426545,0.00044537700000546465
0.00042153200001848745,0.00048645099997202124
0.0005062320000206455,0.00042747300000200994
0.0004975680000143257,0.0004252789999554807
0.0004770059999827936,0.00042314500001339184
0.00043306800000664225,0.00042350799998303046
0.0005003229999829273,0.0004238089999830663
0.0005222339999590986,0.0004210619999867049
0.00037782300000799296,0.0004225069999961306
0.00034219299999449504,0.0004179910000061682
0.0004000330000053509,0.00046929799998451927
0.0004351320000068881,0.0004940439999927548
0.0005308450000143239,0.0004603739999993195
0.0004856200000062927,0.0004873469999893132
0.0005268620000151714,0.00046267899995200423
0.00047976799999105424,0.0004910019999897486
0.00039209200002687794,0.0005464970000161884
0.00038840399997752684,0.0005025429999818698
0.00040936400000646245,0.0005349979999778043
0.0004589619999819661,0.0004381580000085705
0.00043441599996185687,0.0004387090000363969
0.0004803809999884834,0.0004388830000152666
0.0004985609999721419,0.0004415669999957572
0.00040606799996112386,0.00042195599996830424
0.0003885920000357146,0.0004248129999950834
0.00038250699998343407,0.00046001100002968087
0.0003772019999814802,0.0005425269999932425
0.00037036200001239195,0.00045578500004239686
0.0004092770000170276,0.0004473260000281698
0.0004534040000407913,0.0005211409999787975
0.00046063900003900926,0.0004476310000427475
0.0004080119999798626,0.0004989779999959865
0.00043422000004511574,0.0004313329999945381
0.0004092879999575416,0.0004260130000375284
0.0003997740000158956,0.0004164200000218443
0.0003902139999922838,0.00043742500002963425
0.00038193199998204364,0.00048271700001123463
0.00035542099999474885,0.0005274309999663274
0.0003881740000224454,0.0005050249999953849
0.00041847299996788934,0.0004477140000176405
0.00044636299998046525,0.0004990269999893826
0.0005794119999791292,0.00042238100002123247
0.0005196120000050541,0.00042121799998540155
0.00048704400001042814,0.0004176730000153839
0.00039202100003876694,0.00040450500000588363
0.00039051400000289505,0.0005375620000336312
0.0003907760000174676,0.0004432160000078511
0.0004073370000128307,0.00046530500003427733
0.0004516199999784476,0.00044917299999269744
0.0004067820000273059,0.00043788599998606514
0.00039009300002135205,0.0004585000000361106
0.00039072999999234526,0.000421942000002673
0.0003889139999841973,0.00044218499999715277
0.000389374000008047,0.0004341539999472843
0.00038960500000939646,0.0004706919999648562
0.00039040400002932074,0.0004532629999971505
0.00038625600001296334,0.0004541210000184037
0.0003818829999886475,0.00045943800000713964
0.00043036400001028596,0.0004389200000218807
0.0005413340000472999,0.0004315290000249661
