time,time,time,time,time,time
0.002279771000019082,0.002351277000002483,0.00226592299998174,0.0020971129999907134,0.0022866250000106447,0.0022910530000217477
0.0002304209999977047,0.0001985860000104367,0.00025437700000452423,0.0002532439999640701,0.00018654199999446064,0.00026457600000640014
0.000228521999986242,0.00025715300000683783,0.00015391400000908106,0.00024243500001830398,0.0001740360000326291,0.00030436299999792027
0.00017684200000189776,0.00025322499999447246,0.00014863500001638386,0.00027341599997043886,0.0002499369999782175,0.0002259469999899011
0.00022085900002366543,0.0002511589999869557,0.00014741000001095017,0.0002725129999703313,0.00027661699999725897,0.00016131900002847033
0.000225040999993098,0.00034233399998129244,0.0003279430000020511,0.00023992500001668304,0.00027667800003428056,0.00015071000001398716
0.00022755000000529435,0.00026409699998453107,0.000213574000014205,0.00019453500004829039,0.0002759989999958634,0.0003149160000361917
0.00013421300002391945,0.00029662500000426917,0.000273291000013387,0.00016163999998752843,0.0002770120000263887,0.0004074070000115171
0.00012295500002323934,0.0003112379999947734,0.00021885399999632682,0.00014061199999559904,0.00027626199999986056,0.0003016039999579334
0.00012036200001830366,0.0002809599999977763,0.00014949399999864,0.00014633500001082211,0.0002461309999830519,0.0002589690000149858
0.000117566999989549,0.0002614070000106494,0.0001464429999771255,0.0001421129999812365,0.00020919399997865185,0.00029352000001381384
0.0001181970000061483,0.0001739390000068397,0.0001457700000173645,0.0001499830000284419,0.00017154299996491318,0.00026169400001663234
0.00011699899999939589,0.00017196100000660408,0.00019773100001430066,0.00012274800002387565,0.0001676129999736986,0.0002329909999616575
0.00011686900000995593,0.0001708819999919342,0.0001796769999771186,0.00011758000005102076,0.00016666699997358592,0.00028206100000716106
0.00011668999999869811,0.00016076899999006855,0.00014751800000567528,0.00017205000000330983,0.00016605100000788298,0.0003194340000050033
0.0001167579999901136,0.00024843399998530913,0.00017483199999901444,0.00016255899998895984,0.00015211200002340775,0.0003074719999744957
0.00011576599999330028,0.00022796299998617542,0.0001456329999882655,0.00015293600000632068,0.00013175700001966106,0.0002684049999857052
0.00011558100001707317,0.0001757960000077219,0.00014523299998359107,0.00012756499995703052,0.0001334259999907772,0.0002841140000100495
0.00011634700001650344,0.00014728700000432582,0.00014410699998279597,0.00011478900000838621,0.00014670000001615335,0.00028395700002192825
0.00011581100000057631,0.00025304499999379004,0.0001440740000191454,0.0001148229999898831,0.00015157500001805602,0.00016150499999412204
0.00011688000000731336,0.0002366089999839005,0.000143939000025739,0.00011408199998186319,0.0001320929999906184,0.00016930800001091484
0.00011637800000130483,0.00017912300000944015,0.00017187800000328934,0.00025628200000937795,0.00013209700000516023,0.00026327300003003984
0.0001168279999888,0.00017810299999609924,0.00014067899999758993,0.00018390900004305877,0.00013187299998662638,0.0002571129999751065
0.00011544399998797417,0.00017754000000991255,0.00019601200000352037,0.00015518499998279367,0.0001310339999918142,0.0002631940000128452
0.00011621000001582615,0.00017141399999331952,0.0001637050000056206,0.0001482359999727123,0.0002125890000002073,0.0002724340000099801
0.00011581000001115171,0.0001460480000048392,0.00015398799999388757,0.00015102699995850344,0.00017242900003111572,0.0002605930000072476
0.0002171600000053786,0.00014610499999889726,0.00015727400000287162,0.00014023199997836855,0.00017229600001655854,0.00022205300001587602
0.00020294699999112709,0.00014589500000283806,0.00027252900000007685,0.00014129099997717276,0.0001740370000220537,0.00022508099999640763
0.00020883999999909975,0.00014511800000605035,0.00028036799997721573,0.00014104899997846587,0.0001958440000180417,0.00021599399997285218
0.0001663010000072518,0.00017181699999468947,0.0002590400000030968,0.00015940699995553587,0.00019610000003922323,0.0002127960000279927
0.00014920999998935258,0.00017171300001450618,0.00022726000000261593,0.0001441569999656167,0.00022433600003068932,0.00021619299997155395
0.00014979099998413403,0.00017227000000730186,0.00022805100002187828,0.00014350100002502586,0.00020174999997379928,0.00016756999997369348
0.00015593800000601732,0.00014502000001925808,0.0002584909999825413,0.00012714600001118015,0.0001526940000076138,0.00016408300001558018
0.0001830779999920651,0.00014578100001472194,0.00023531299999035582,0.00011421300001757118,0.00014783000000306856,0.0001471049999963725
0.00014062399998238106,0.00015155599999161495,0.0002289429999962067,0.00011311600002272826,0.00015094899998757683,0.00017448399995600994
0.0001192889999970248,0.00014628499999957967,0.0001850129999922956,0.00011369499998181709,0.00013101600001164115,0.00023804099998869788
0.00011792600000148923,0.0001463319999857049,0.00016072299999336792,0.00011434999998982676,0.0001306089999957294,0.00020176700002139114
0.00011765499999683016,0.0001458039999988614,0.00014876299999855291,0.00011307399995530432,0.00015967699999919205,0.00015701899997111468
